term,definition,notes,category,theme_primary,register,authority_requirement,proof_type,exposure_cost,overuse_penalty,silence_preferred_when_blocked,replacement_if_blocked,cultural_specificity,scene_weight,era_scene,usage_mode,rap_shorthand_term
Starlight,"1,340+ fiber-optics; originally a bespoke request for a client with light sensitivity.","""Ride under the stars in the Wraith.""",Rolls-Royce,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,STARS IN THE ROOF
Suicide Doors 10,"Rear-hinged for elegant, ""unbothered"" entry and exit.","""Doors open backwards, I'm leaning.""",Rolls-Royce,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,BACKWARDS DOORS
Spirit of Ecstasy,"""Flying Lady"" hood ornament; based on a secret love affair (The Whisper).","""The Spirit leading me to the bag.""",Rolls-Royce,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,THE SPIRIT
Mulsanne Engine 10,6¾ Litre V8; hand-built over nearly 30 hours for the flagship sedan.10,"""Hand-built 6-3/4, took a month.""",Bentley,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,THE 6-3/4
Flying B,Bonnet mascot with a mechanism that makes it fully retractable since 2006.,"""Retract the B before I hop out.""",Bentley,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,RETRACTABLE B
G5 / G550 11,"51,000 ft ceiling; flies non-stop from NY to Tokyo in 14.5 hours.12","""Floating G5, NY to Tokyo.""",Gulfstream,Private Aviation,Mainstream,Medium-High,Technical Spec,High,Low-Medium,Avoid jet-model claims unless the persona plausibly has access; keep it implied.,private jet / flight / tarmac,Low-Medium,4.0,2010s–2020s,Flex/Technical,G5 / TOKYO RUN
Panoramic Windows,"16 oval windows; the largest in business aviation, inspired by a 1959 customer request.","""Look out the ovals at 50,000.""",Gulfstream,Private Aviation,Mainstream,Medium-High,Technical Spec,High,Low-Medium,Avoid jet-model claims unless the persona plausibly has access; keep it implied.,private jet / flight / tarmac,Low-Medium,4.0,2010s–2020s,Flex/Technical,OVALS
Skeleton 13,Open-work dial that shows the internal mechanical movement.,"""Patek skeleton, see the motion.""",Patek Philippe,Luxury Watches,Mainstream,Medium-High,Product Knowledge,Medium-High,Medium-High,Avoid watch-spec talk without grounding; avoid counterfeit/aftermarket claims unless intentional.,ice / timepiece / wrist,Medium-High,4.0,2000s–2020s,Flex/Status,THE SEE-THROUGH
Plain Patek 13,"Factory condition with no aftermarket diamonds; ""Too much sauce"".13","""Plain Jane Patek, no flooded face.""",Patek Philippe,Luxury Watches,Street-Luxury,Medium-High,Product Knowledge,Medium-High,Medium-High,Avoid watch-spec talk without grounding; avoid counterfeit/aftermarket claims unless intentional.,ice / timepiece / wrist,Medium-High,5.0,2000s–2020s,Flex/Status,PLAIN JANE
Togo / Epsom,"Standard leathers; Togo has a natural grain, Epsom is rigid/pressed.","""Togo grain on the Birkin, no slouch.""",Hermès,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,THE GRAIN / PRESS
Vachetta,"Untreated cowhide trim on LV bags that develops a dark ""patina"" over time.","""Vachetta leather, see the patina.""",General,Luxury Materials,Mainstream,Medium,Material Knowledge,Medium,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium leather / textured leather / suede,Low-Medium,2.0,2000s–2020s,Descriptor/Texture,THE PATINA
Winglets,Upward-curved wing ends on Gulfstreams; used years before airliners adopted them.,"""Winglets curved up on the G6.""",General,Lifestyle Signals,Mainstream,Low,Cultural Usage,Low,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium / upscale,Low-Medium,1.0,Evergreen,Flex/Status,THE CURVE
bustdown,Iced-out watch (diamonds set).,"Use as a luxury-flex punchline; pair with one concrete anchor (brand, bracelet, or setting) for credibility.",Luxury / Watches,Luxury Watches,Street-Luxury,Medium-High,Product Knowledge,Medium-High,High,Avoid watch-spec talk without grounding; avoid counterfeit/aftermarket claims unless intentional.,ice / timepiece / wrist,High,4.0,2010s–2020s,Flex/Status,Bustdown
flooded,Heavily iced (diamonds everywhere).,Best as an intensifier for jewelry/watches; avoid repeating it multiple times in a verse.,Luxury / Watches,Luxury Watches,Street-Luxury,Medium-High,Product Knowledge,Medium-High,High,Avoid watch-spec talk without grounding; avoid counterfeit/aftermarket claims unless intentional.,ice / timepiece / wrist,High,4.0,2010s–2020s,Flex/Status,Flooded
factory,Stock/original configuration (not aftermarket).,Use to signal authenticity; works well contrasted with ‘custom’ or ‘aftermarket’.,Luxury / Watches,Luxury Watches,Mainstream,Medium-High,Product Knowledge,Medium-High,Medium-High,Avoid watch-spec talk without grounding; avoid counterfeit/aftermarket claims unless intentional.,ice / timepiece / wrist,Medium-High,4.0,2000s–2020s,Flex/Status,Factory
two-tone,"Two-metal bracelet/case (e.g., steel & gold).",Clean descriptor for watches/jewelry; one mention is enough—don’t over-explain.,Luxury / Watches,Luxury Watches,Mainstream,Medium-High,Product Knowledge,Medium-High,Medium-High,Avoid watch-spec talk without grounding; avoid counterfeit/aftermarket claims unless intentional.,ice / timepiece / wrist,Medium-High,4.0,2000s–2020s,Flex/Status,2-Tone
presidential,Rolex Day-Date style bracelet/look; prestige signal.,"Use when you want ‘executive’ or ‘old money’ energy; keep it subtle, not instructional.",Luxury / Watches,Luxury Watches,Street-Luxury,Medium-High,Product Knowledge,Medium-High,Medium-High,Avoid watch-spec talk without grounding; avoid counterfeit/aftermarket claims unless intentional.,ice / timepiece / wrist,High,4.0,2010s–2020s,Flex/Status,Presi
oyster,Rolex Oyster case/bracelet shorthand.,Works best when Rolex is already implied; otherwise it can read too niche.,Luxury / Watches,Luxury Watches,Mainstream,High,Product Knowledge,Medium-High,Medium-High,Avoid watch-spec talk without grounding; avoid counterfeit/aftermarket claims unless intentional.,ice / timepiece / wrist,Medium-High,4.0,2000s–2020s,Flex/Status,Oyster
jubilee,Rolex Jubilee bracelet shorthand.,Connoisseur detail; use as a single precise texture in a line (not stacked with 3+ watch terms).,Luxury / Watches,Luxury Watches,Mainstream,High,Product Knowledge,Medium-High,Medium-High,Avoid watch-spec talk without grounding; avoid counterfeit/aftermarket claims unless intentional.,ice / timepiece / wrist,Medium-High,4.0,2000s–2020s,Flex/Status,Jubilee
saffiano,"Crosshatch textured leather (durable, structured).","Use to describe bags/wallets with a crisp, premium feel; avoid if the verse is gritty street realism.",Luxury / Materials,Luxury Materials,Technical-Luxury,Medium,Material Knowledge,Medium,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium leather / textured leather / suede,Low-Medium,2.0,2000s–2020s,Descriptor/Texture,Saff
caviar,Pebbled/grained leather (often Chanel-associated).,"Texture cue; pair with an item (bag, flap, tote) so it lands visually.",Luxury / Materials,Luxury Materials,Mainstream,Medium,Material Knowledge,Medium,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium leather / textured leather / suede,Low-Medium,2.0,2000s–2020s,Descriptor/Texture,Cav
box calf,"Smooth, glossy calf leather; formal luxury staple.","Signals classic craft; best for tailored, clean, ‘quiet luxury’ writing.",Luxury / Materials,Luxury Materials,Technical-Luxury,Medium,Material Knowledge,Medium,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium leather / textured leather / suede,Low-Medium,2.0,2000s–2020s,Descriptor/Texture,Box
croc,Crocodile leather shorthand (exotic).,"High-price signal; use sparingly so it feels intentional, not like generic flex filler.",Luxury / Materials,Luxury Materials,Mainstream,Medium,Material Knowledge,Medium,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium leather / textured leather / suede,Low-Medium,2.0,2000s–2020s,Descriptor/Texture,Croc
nubuck,Sanded leather with suede-like finish.,Good for tactile detail; suggests taste without needing a brand name.,Luxury / Materials,Luxury Materials,Technical-Luxury,Medium,Material Knowledge,Medium,Low-Medium,Avoid insider codes if the audience or narrator would not plausibly know them.,premium leather / textured leather / suede,Low-Medium,2.0,2000s–2020s,Descriptor/Texture,Nubu
widebody,Extended fenders/body kit; aggressive performance look.,"Use as a performance/visual cue; one supporting image (stance, tires, aero) makes it hit harder.",Automotive,Automotive Status,Technical-Luxury,Medium-High,Technical Spec,Medium-High,Low-Medium,Avoid trim/model claims without context; do not over-technicalize unless the song is car-centric.,foreign / performance whip / coupe,Medium,3.0,2010s–2020s,Flex/Technical,Widebody
carbon pack,Carbon-fiber aero/trim package.,Technical flex—keep it short; avoid turning the bar into a spec list.,Automotive,Automotive Status,Technical-Luxury,Medium-High,Technical Spec,Medium-High,Low-Medium,Avoid trim/model claims without context; do not over-technicalize unless the song is car-centric.,foreign / performance whip / coupe,Medium,3.0,2010s–2020s,Flex/Technical,Carbon
trackhawk,Jeep Grand Cherokee Trackhawk performance trim.,"Modern ‘fast SUV’ flex; works well with speed, torque, or ‘launch’ imagery.",Automotive,Automotive Status,Mainstream,High,Technical Spec,Medium-High,Low-Medium,Avoid trim/model claims without context; do not over-technicalize unless the song is car-centric.,foreign / performance whip / coupe,High,3.0,2010s–2020s,Flex/Technical,Hawk
SVJ,Lamborghini Aventador SVJ trim shorthand.,Peak supercar flex; best used as a rare ‘capstone’ line rather than a casual mention.,Automotive,Automotive Status,Mainstream,High,Technical Spec,High,Low-Medium,Avoid trim/model claims without context; do not over-technicalize unless the song is car-centric.,foreign / performance whip / coupe,Medium,5.0,2010s–2020s,Flex/Technical,SVJ
AMG 63,Mercedes-AMG ‘63’ performance designation.,Often said as ‘sixty‑three’; strong power cue—don’t over-technicalize beyond that.,Automotive,Automotive Status,Mainstream,High,Technical Spec,Medium-High,Low-Medium,Avoid trim/model claims without context; do not over-technicalize unless the song is car-centric.,foreign / performance whip / coupe,Medium,3.0,2010s–2020s,Flex/Technical,63
G650ER,Gulfstream G650ER long-range jet shorthand.,"Ultra-elite reference; if the persona isn’t that level, imply ‘private jet’ instead of the exact model.",Aviation,Private Aviation,Technical-Luxury,High,Technical Spec,High,Low-Medium,Avoid jet-model claims unless the persona plausibly has access; keep it implied.,private jet / flight / tarmac,Low-Medium,5.0,2010s–2020s,Flex/Technical,G650
